序號,縣市,測站,監測日期,監測時間,污染物,污染程度,PSI值,二氧化硫(ppb),一氧化碳(ppm),臭氧(ppb),懸浮微粒(μg/m3),細懸浮微粒(μg/m3),二氧化氮(ppb),風速(m/sec),AQI值,臭氧8小時移動平均(ppb),氮氧化物(ppb)(NOx),一氧化氮(ppb)(NO),風向(degrees),一氧化碳8小時移動平均(ppb),懸浮微粒移動平均值(μg/m3),細懸浮微粒移動平均值(μg/m3)
3488,臺北市,古亭,2019/07/18,00時,,良好,,1.7,0.13,13,8,2,4.9,1.1,14,9,6,1,81,0,15,3
3489,臺北市,古亭,2019/07/17,23時,,良好,,1.8,0.17,11,11,4,7,1.7,15,8,9,2,57,0,16,4
3490,臺北市,古亭,2019/07/17,22時,,良好,,1.8,0.22,9.3,19,4,8.7,1.4,15,9,11,3,76,0,16,3
3491,臺北市,古亭,2019/07/17,21時,,良好,,2.1,0.24,7.7,22,3,11,1.9,14,10,14,3,73,0,15,3
3492,臺北市,古亭,2019/07/17,20時,,良好,,2,0.32,5.5,13,4,13,2,13,11,18,6,70,0,14,3
3493,臺北市,古亭,2019/07/17,19時,,良好,,1.9,0.37,5.4,4,4,13,1.4,14,12,19,7,55,0,15,3
3494,臺北市,古亭,2019/07/17,18時,,良好,,1.9,0.28,7.9,16,4,11,1.7,15,12,17,7,56,0,16,3
3495,臺北市,古亭,2019/07/17,17時,,良好,,1.9,0.21,9.7,20,4,9.1,2.1,14,13,16,7,56,0,15,3
3496,臺北市,古亭,2019/07/17,16時,,良好,,1.8,0.18,11,19,2,7.6,2.1,14,13,13,5,68,0,15,2
3497,臺北市,古亭,2019/07/17,15時,,良好,,1.5,0.15,14,16,2,5.5,2.2,13,12,9,4,80,0,14,2
3498,臺北市,古亭,2019/07/17,14時,,良好,,1.5,0.14,16,16,4,4.4,3,13,12,9,4,56,0,14,2
3499,臺北市,古亭,2019/07/17,12時,,良好,,1.5,0.16,14,18,2,5.6,2.7,11,10,10,4,58,0,12,2
3500,臺北市,古亭,2019/07/17,11時,,良好,,1.6,0.14,13,14,3,3.7,4.2,9,9,8,4,75,0,10,2
3501,臺北市,古亭,2019/07/17,08時,,良好,,1.4,0.16,8.2,9,3,3.5,3.2,11,9,8,5,79,0,8,3
3502,臺北市,古亭,2019/07/17,07時,,良好,,1.4,0.12,7.6,9,4,3,2.4,10,9,6,3,72,0,8,3
3503,臺北市,古亭,2019/07/17,06時,,良好,,1.3,0.09,8,7,3,2.4,1.7,9,10,4,2,79,0,10,3
3504,臺北市,古亭,2019/07/17,05時,,良好,,1.3,0.08,8.6,10,3,1.4,1.5,10,10,3,2,78,0,11,3
3505,臺北市,古亭,2019/07/17,02時,,良好,,1.4,0.11,11,11,3,2.4,1.5,16,10,4,1,64,0,12,5
3506,臺北市,古亭,2019/07/17,01時,,良好,,1.6,0.12,10,10,4,4.2,1.3,17,10,5,1,71,0,12,5
3507,臺北市,古亭,2019/07/17,00時,,良好,,1.4,0.13,10,13,5,5.5,1.4,18,11,7,2,61,0,13,6
3508,臺北市,古亭,2019/07/16,23時,,良好,,1.5,0.18,9.7,9,6,8,1.2,18,12,10,2,66,0,13,6
3509,臺北市,古亭,2019/07/16,22時,,良好,,1.5,0.18,9.9,10,5,8.1,1.6,17,14,10,2,76,0,15,5
3510,臺北市,古亭,2019/07/16,21時,,良好,,1.5,0.2,10,12,5,8.5,1.3,19,16,11,2,68,0,18,6
3511,臺北市,古亭,2019/07/16,19時,,良好,,1.4,0.24,9.9,13,2,8.4,1.6,26,23,13,5,54,0,22,8
3512,臺北市,古亭,2019/07/16,18時,,良好,,1.5,0.17,15,19,8,6.2,2.8,29,28,10,4,99,0,25,9
3513,臺北市,古亭,2019/07/16,17時,,良好,,1.3,0.18,15,21,7,7.9,2,30,31,14,6,82,0,26,9
3514,臺北市,古亭,2019/07/16,16時,,良好,,1.4,0.14,20,19,8,6.1,2.4,32,33,10,4,64,0,26,10
3515,臺北市,古亭,2019/07/16,15時,,良好,,1.6,0.12,23,30,6,5,3,35,31,8,3,103,0,29,11
3516,臺北市,古亭,2019/07/16,14時,,良好,,1.6,0.12,25,25,8,4.7,3,38,29,7,3,118,0,29,12
3517,臺北市,古亭,2019/07/16,13時,,良好,,5.1,0.18,31,28,11,9.8,2.7,41,27,13,3,88,0,30,13
3518,臺北市,古亭,2019/07/16,12時,,良好,,2.6,0.22,50,37,15,9.8,2.3,42,25,12,2,52,0,31,13
3519,臺北市,古亭,2019/07/16,11時,,良好,,2.1,0.27,47,32,11,12,,41,20,14,2,,0,28,13
3520,臺北市,古亭,2019/07/16,10時,,良好,,2.4,0.29,41,35,14,12,1.6,41,16,15,3,86,0,27,13
3521,臺北市,古亭,2019/07/16,09時,,良好,,2.7,0.44,25,34,16,16,0.9,39,12,24,7,60,0,24,12
3522,臺北市,古亭,2019/07/16,08時,,良好,,1.8,0.38,9.7,25,14,11,0.7,37,11,22,10,204,0,22,11
3523,臺北市,古亭,2019/07/16,07時,,良好,,1.5,0.25,6.8,24,11,8.1,0.9,35,12,15,7,143,0,21,11
3524,臺北市,古亭,2019/07/16,06時,,良好,,1.4,0.14,9.8,18,11,4.2,1.5,36,13,6,2,160,0,21,11
3525,臺北市,古亭,2019/07/16,05時,,良好,,1.3,0.13,11,21,12,3.9,0.9,36,14,5,1,175,0,22,11
3526,臺北市,古亭,2019/07/16,04時,,良好,,1.3,0.13,12,22,11,3.9,0.8,36,14,5,1,183,0,24,11
3527,臺北市,古亭,2019/07/16,03時,,良好,,1.3,0.12,13,21,11,3.5,1.5,37,15,5,1,141,0,24,12
3528,臺北市,古亭,2019/07/16,02時,,良好,,1.4,0.13,12,22,9,4.3,1,39,16,6,1,162,0,25,12
3529,臺北市,古亭,2019/07/16,01時,,良好,,0.9,0.15,13,28,8,5.8,0.9,41,19,7,1,147,0,25,13
3530,臺北市,古亭,2019/07/16,00時,,良好,,0.7,0.19,15,20,10,6.8,1.5,45,22,8,1,137,0,25,14
3531,臺北市,古亭,2019/07/15,23時,,良好,,0.9,0.17,17,19,10,7.1,1.2,48,27,8,1,237,0,27,15
3532,臺北市,古亭,2019/07/15,22時,細懸浮微粒,普通,,0.9,0.16,17,21,8,7.3,1.5,51,35,8,1,68,0,28,16
3533,臺北市,古亭,2019/07/15,21時,細懸浮微粒,普通,,1,0.19,16,22,12,8.4,2.2,56,43,9,1,71,0,30,18
3534,臺北市,古亭,2019/07/15,20時,細懸浮微粒,普通,,1.1,0.21,20,20,12,7.2,2.3,61,56,8,0,72,0,33,20
3535,臺北市,古亭,2019/07/15,19時,臭氧八小時,普通,,1.3,0.29,20,22,14,11,1.2,87,66,13,2,84,0,36,21
3536,臺北市,古亭,2019/07/15,18時,臭氧八小時,對敏感族群不健康,,1.6,0.29,32,34,21,12,1.2,104,72,14,1,67,0,38,23
3537,臺北市,古亭,2019/07/15,17時,臭氧八小時,對敏感族群不健康,,4.2,0.31,42,38,26,18,1.5,108,73,19,1,67,0,39,23
3538,臺北市,古亭,2019/07/15,16時,臭氧八小時,對敏感族群不健康,,6.3,0.26,55,39,21,15,2.1,101,71,16,1,64,0,39,22
3539,臺北市,古亭,2019/07/15,15時,臭氧八小時,普通,,9.9,0.3,76,40,28,17,2.3,84,65,18,1,60,0,41,23
3540,臺北市,古亭,2019/07/15,14時,細懸浮微粒,普通,,5.9,0.32,86,42,25,14,2.1,66,56,15,1,45,0,40,22
3541,臺北市,古亭,2019/07/15,13時,細懸浮微粒,普通,,2.1,0.4,117,44,27,13,1.9,62,46,13,0,14,0,39,20
3542,臺北市,古亭,2019/07/15,12時,細懸浮微粒,普通,,2,0.45,100,54,25,15,0.9,55,32,15,1,323,0,37,17
3543,臺北市,古亭,2019/07/15,11時,,良好,,2,0.5,70,43,,16,0.6,48,21,18,2,49,0,33,15
3544,臺北市,古亭,2019/07/15,10時,,良好,,2.5,0.52,42,37,17,17,1,47,13,20,3,299,0,30,15
3545,臺北市,古亭,2019/07/15,09時,,良好,,2.7,0.47,21,33,15,15,1.1,44,9,21,6,227,0,28,14
3546,臺北市,古亭,2019/07/15,08時,,良好,,2.1,0.43,8,28,15,13,0.8,45,8,26,12,141,0,27,14
3547,臺北市,古亭,2019/07/15,07時,,良好,,1.6,0.31,5.1,27,15,9.5,0.6,44,7,17,8,213,0,27,14
3548,臺北市,古亭,2019/07/15,06時,,良好,,1.4,0.2,4.8,28,10,7.2,1.1,43,8,9,2,156,0,27,13
3549,臺北市,古亭,2019/07/15,05時,,良好,,1.4,0.16,8.3,29,18,6.4,0.8,44,10,7,0,145,0,27,14
3550,臺北市,古亭,2019/07/15,04時,,良好,,1.1,0.16,8.3,30,15,6.8,1.1,42,11,7,0,170,0,27,13
3551,臺北市,古亭,2019/07/15,03時,,良好,,1.3,0.18,7.7,26,11,7.6,0.7,41,13,8,1,145,0,26,13
3552,臺北市,古亭,2019/07/15,02時,,良好,,1.1,0.19,11,30,14,7.1,1.6,42,16,7,0,145,0,25,13
3553,臺北市,古亭,2019/07/15,01時,,良好,,1.4,0.27,7.7,28,13,12,1.1,41,19,15,2,138,0,24,13
3554,臺北市,古亭,2019/07/15,00時,,良好,,1.2,0.32,6.9,23,11,14,0.8,41,23,17,3,167,0,24,13
3555,臺北市,古亭,2019/07/14,23時,,良好,,1.2,0.35,9.8,20,10,15,0.7,41,28,18,3,186,0,24,13
3556,臺北市,古亭,2019/07/14,22時,,良好,,1.3,0.27,17,23,14,11,1.3,43,34,13,3,196,0,24,13
3557,臺北市,古亭,2019/07/14,21時,,良好,,1.1,0.27,20,21,12,12,1,40,37,14,2,144,0,25,12
3558,臺北市,古亭,2019/07/14,20時,,良好,,1.2,0.29,24,23,12,13,0.8,42,41,15,2,206,0,26,13
3559,臺北市,古亭,2019/07/14,19時,,良好,,1.2,0.28,29,24,13,11,0.7,44,44,13,2,75,0,26,14
3560,臺北市,古亭,2019/07/14,18時,,良好,,2,0.21,37,26,9,9.1,1.1,45,45,11,2,87,0,27,14
3561,臺北市,古亭,2019/07/14,17時,,良好,,2,0.27,41,29,19,9.8,1.9,46,44,12,2,120,0,27,14
3562,臺北市,古亭,2019/07/14,16時,,良好,,1.5,0.21,51,29,18,7,2.9,43,42,9,2,284,0,27,13
3563,臺北市,古亭,2019/07/14,15時,,良好,,1.2,0.18,51,29,17,6.6,2.9,41,38,9,3,267,0,27,13
3564,臺北市,古亭,2019/07/14,14時,,良好,,1.1,0.18,48,28,8,6.4,2.6,38,32,9,2,287,0,26,12
3565,臺北市,古亭,2019/07/14,13時,,良好,,1.3,0.19,48,28,15,6.3,3.7,38,27,9,2,248,0,25,12
3566,臺北市,古亭,2019/07/14,12時,,良好,,1.4,0.19,45,30,13,6.2,3.8,34,21,9,3,260,0,24,11
3567,臺北市,古亭,2019/07/14,11時,,良好,,1.3,0.18,37,22,11,6.3,3.2,34,17,9,3,281,0,23,10
3568,臺北市,古亭,2019/07/14,10時,,良好,,1.1,0.19,33,23,7,7.2,2.9,34,13,11,3,277,0,24,11
3569,臺北市,古亭,2019/07/14,09時,,良好,,1.3,0.19,25,19,8,6.3,2.2,37,10,10,4,268,0,24,12
3570,臺北市,古亭,2019/07/14,08時,,良好,,1.4,0.23,15,22,11,6.2,1.7,40,7,11,5,252,0,25,12
3571,臺北市,古亭,2019/07/14,07時,,良好,,1.5,0.24,6.7,27,11,6.2,1.4,42,6,12,6,143,0,26,13
3572,臺北市,古亭,2019/07/14,06時,,良好,,1.3,0.24,4.6,21,14,7.9,0.7,44,6,12,4,150,0,25,14
3573,臺北市,古亭,2019/07/14,05時,,良好,,1.2,0.18,6.5,25,12,5.4,0.7,43,7,8,2,138,0,27,13
3574,臺北市,古亭,2019/07/14,04時,,良好,,1.1,0.2,5.4,28,15,6.6,0.8,42,8,9,2,143,0,28,13
3575,臺北市,古亭,2019/07/14,03時,,良好,,1.2,0.16,8.3,22,14,4.6,0.8,42,9,6,2,152,0,28,13
3576,臺北市,古亭,2019/07/14,02時,,良好,,1.3,0.24,6.8,27,11,9.1,0.9,40,11,11,2,204,0,29,12
3577,臺北市,古亭,2019/07/14,01時,,良好,,2.3,0.32,6.9,30,9,12,1.2,40,14,13,2,247,0,29,12
3578,臺北市,古亭,2019/07/14,00時,,良好,,2.2,0.38,5.9,24,16,14,0.7,42,19,16,2,107,0,29,13
3579,臺北市,古亭,2019/07/13,23時,,良好,,2.2,0.44,6.3,27,13,17,0.9,41,24,20,3,207,0,30,13
3580,臺北市,古亭,2019/07/13,22時,,良好,,2.3,0.46,7.8,29,10,18,0.6,42,29,21,3,145,0,30,13
3581,臺北市,古亭,2019/07/13,21時,,良好,,2.7,0.43,14,32,17,18,1.3,44,35,20,2,219,0,30,14
3582,臺北市,古亭,2019/07/13,20時,,良好,,3.3,0.37,19,32,15,16,1.6,40,39,16,1,298,0,29,12
3583,臺北市,古亭,2019/07/13,19時,,良好,,3.1,0.36,22,26,16,14,1.8,38,41,15,1,292,0,30,11
3584,臺北市,古亭,2019/07/13,18時,,良好,,2.6,0.3,33,33,15,12,2.9,40,43,13,1,291,0,32,10
3585,臺北市,古亭,2019/07/13,17時,,良好,,2.5,0.24,44,34,11,8.9,3.4,39,42,10,1,286,0,31,9
3586,臺北市,古亭,2019/07/13,16時,,良好,,2.6,0.23,49,37,9,8.3,3.4,36,39,9,1,297,0,29,9
3587,臺北市,古亭,2019/07/13,15時,,良好,,1.9,0.22,49,46,8,8.7,3.9,32,35,10,1,301,0,26,8
3588,臺北市,古亭,2019/07/13,14時,,良好,,1.6,0.2,49,25,9,7.4,3.3,27,29,9,1,244,0,22,8
3589,臺北市,古亭,2019/07/13,13時,,良好,,1.8,0.21,46,23,6,7.7,3.9,28,24,9,1,300,0,22,9
3590,臺北市,古亭,2019/07/13,12時,,良好,,1.6,0.21,37,14,7,8.4,2.4,30,19,10,2,247,0,21,9
3591,臺北市,古亭,2019/07/13,11時,,良好,,1.7,0.23,38,22,9,9.6,2,31,15,12,2,219,0,23,10
3592,臺北市,古亭,2019/07/13,10時,,良好,,1.8,0.32,28,19,12,12,1.3,32,11,16,4,205,0,24,10
3593,臺北市,古亭,2019/07/13,09時,,良好,,2,0.37,19,19,8,11,1.4,31,8,18,6,173,0,25,10
3594,臺北市,古亭,2019/07/13,08時,,良好,,2.1,0.35,11,24,9,10,1,31,6,17,7,141,0,26,10
3595,臺北市,古亭,2019/07/13,07時,,良好,,2.1,0.3,6,32,13,8.1,0.9,30,6,14,6,222,0,26,9
3596,臺北市,古亭,2019/07/13,06時,,良好,,1.9,0.24,4.4,28,10,7.1,1.3,28,5,9,2,175,0,24,9
3597,臺北市,古亭,2019/07/13,05時,,良好,,2,0.19,8.7,22,7,5.1,0.7,27,6,6,1,168,0,23,8
3598,臺北市,古亭,2019/07/13,04時,,良好,,2.1,0.26,4.5,28,7,8.4,0.7,29,5,10,1,160,0,23,9
3599,臺北市,古亭,2019/07/13,03時,,良好,,2,0.25,5.7,24,9,8.2,0.4,30,6,10,1,174,0,22,9
3600,臺北市,古亭,2019/07/13,02時,,良好,,,,,,,,,30,7,,,,1,18,9
3601,臺北市,古亭,2019/07/13,01時,,良好,,,,,,,,,30,9,,,,1,18,9
3602,臺北市,古亭,2019/07/13,00時,,良好,,1.8,0.37,6.4,23,9,12,1.1,31,11,15,4,153,1,18,10
3603,臺北市,古亭,2019/07/12,23時,,良好,,1.9,0.53,3.5,20,9,18,0.6,32,13,26,8,163,1,17,10
3604,臺北市,古亭,2019/07/12,22時,,良好,,2,0.47,8.8,17,8,16,0.7,32,16,20,4,199,1,16,10
3605,臺北市,古亭,2019/07/12,21時,,良好,,2.1,0.59,5.4,19,10,23,1.4,32,21,31,8,140,0,15,10
3606,臺北市,古亭,2019/07/12,20時,,良好,,1.9,0.64,5.3,15,11,27,0.7,31,29,34,7,181,0,13,10
3607,臺北市,古亭,2019/07/12,19時,,良好,,1.7,0.57,13,10,8,22,0.7,35,38,25,3,155,0,13,9
3608,臺北市,古亭,2019/07/12,18時,,良好,,1.4,0.53,19,6,7,23,0.5,41,44,25,3,170,0,15,10
3609,臺北市,古亭,2019/07/12,17時,,良好,,1.2,0.31,24,8,7,15,0.6,44,48,17,2,149,0,18,11
3610,臺北市,古亭,2019/07/12,16時,,良好,,1.3,0.27,21,16,10,15,0.7,45,49,18,2,148,0,21,12
3611,臺北市,古亭,2019/07/12,15時,,良好,,1.2,0.23,30,18,12,12,0.6,44,48,13,1,198,0,22,12
3612,臺北市,古亭,2019/07/12,14時,,良好,,1.9,0.29,52,29,13,12,1.6,42,45,13,2,52,0,23,12
3613,臺北市,古亭,2019/07/12,13時,,良好,,1.9,0.3,70,21,15,10,2.8,37,39,12,1,45,0,21,12
3614,臺北市,古亭,2019/07/12,12時,,良好,,1.9,0.32,72,23,13,10,1.4,33,31,12,1,280,0,21,10
3615,臺北市,古亭,2019/07/12,11時,,良好,,1.8,0.34,67,20,12,11,1.2,31,23,13,2,333,0,21,10
3616,臺北市,古亭,2019/07/12,10時,,良好,,1.7,0.39,50,20,,11,1.1,28,16,13,2,229,0,21,9
3617,臺北市,古亭,2019/07/12,09時,,良好,,2.1,0.44,31,22,10,13,0.6,27,11,18,5,260,0,21,8
3618,臺北市,古亭,2019/07/12,08時,,良好,,1.9,0.43,12,24,10,13,0.8,27,8,22,10,224,0,21,8
3619,臺北市,古亭,2019/07/12,07時,,良好,,1.4,0.29,6.6,21,8,6.8,0.8,25,7,13,6,138,0,20,8
3620,臺北市,古亭,2019/07/12,06時,,良好,,1.4,0.19,7,20,7,4,0.9,26,7,6,2,187,0,20,8
3621,臺北市,古亭,2019/07/12,05時,,良好,,1.3,0.18,6.1,21,10,4.5,0.7,26,7,5,1,163,0,21,8
3622,臺北市,古亭,2019/07/12,04時,,良好,,1.2,0.16,6.8,19,6,3.7,0.6,25,8,5,1,160,0,21,8
3623,臺北市,古亭,2019/07/12,03時,,良好,,1.2,0.16,8.1,22,8,3.4,1.4,25,9,4,1,136,0,21,8
3624,臺北市,古亭,2019/07/12,02時,,良好,,1.4,0.18,8.4,23,7,4.1,0.9,25,10,6,2,180,0,20,8
3625,臺北市,古亭,2019/07/12,01時,,良好,,1.4,0.25,7.7,21,6,7.6,1,26,12,10,2,142,0,20,8
3626,臺北市,古亭,2019/07/12,00時,,良好,,1.5,0.35,6.7,18,7,13,0.9,28,14,17,3,188,0,20,9
3627,臺北市,古亭,2019/07/11,23時,,良好,,1.9,0.49,7.8,19,6,22,1.3,29,16,26,3,146,0,20,9
3628,臺北市,古亭,2019/07/11,22時,,良好,,1.7,0.52,6.8,17,8,22,0.5,32,18,26,4,174,0,20,10
3629,臺北市,古亭,2019/07/11,21時,,良好,,1.8,0.43,11,20,10,21,0.8,34,22,25,3,95,0,21,10
3630,臺北市,古亭,2019/07/11,20時,,良好,,1.6,0.48,12,20,10,21,0.8,36,25,24,4,120,0,22,11
3631,臺北市,古亭,2019/07/11,19時,,良好,,1.4,0.52,16,20,11,23,1.5,35,28,27,4,140,0,23,11
3632,臺北市,古亭,2019/07/11,18時,,良好,,1.4,0.38,24,18,11,18,1,37,30,21,3,148,0,24,11
3633,臺北市,古亭,2019/07/11,17時,,良好,,1.4,0.3,29,24,12,16,0.9,37,32,20,4,72,0,27,11
3634,臺北市,古亭,2019/07/11,16時,,良好,,1.6,0.35,23,21,8,20,1.2,34,32,25,5,123,0,26,11
3635,臺北市,古亭,2019/07/11,15時,,良好,,1.5,0.37,23,25,14,21,1.2,34,31,26,5,81,0,26,10
3636,臺北市,古亭,2019/07/11,14時,,良好,,1.8,0.32,37,34,11,15,1.2,31,29,17,2,60,0,26,10
3637,臺北市,古亭,2019/07/11,13時,,良好,,1.3,0.31,32,17,7,13,2.8,32,26,16,3,44,0,25,10
3638,臺北市,古亭,2019/07/11,12時,,良好,,2.1,0.28,39,23,7,11,3.7,38,24,13,2,302,0,29,12
3639,臺北市,古亭,2019/07/11,11時,,良好,,,,,,,,2.2,42,22,,,297,0,31,13
3640,臺北市,古亭,2019/07/11,10時,,良好,,,,40,30,13,,1.6,41,22,,,268,0,30,13
3641,臺北市,古亭,2019/07/11,09時,,良好,,1.9,0.32,30,32,16,9.7,1.4,41,19,13,4,135,0,30,13
3642,臺北市,古亭,2019/07/11,08時,,良好,,2,0.36,15,34,13,11,0.7,37,18,16,5,145,0,29,12
3643,臺北市,古亭,2019/07/11,07時,,良好,,1.8,0.29,12,31,12,9.9,0.9,35,19,14,4,164,0,27,11
3644,臺北市,古亭,2019/07/11,06時,,良好,,1.8,0.24,13,27,13,10,1.5,36,20,12,2,134,0,27,11
3645,臺北市,古亭,2019/07/11,05時,,良好,,1.8,0.21,21,30,9,7.6,0.5,35,21,9,1,181,0,27,11
3646,臺北市,古亭,2019/07/11,04時,,良好,,1.7,0.17,23,25,7,5,0.7,37,21,6,1,144,0,27,12
3647,臺北市,古亭,2019/07/11,03時,,良好,,1.7,0.19,18,26,12,6.8,0.9,39,20,8,1,133,0,27,12
3648,臺北市,古亭,2019/07/11,02時,,良好,,1.6,0.22,16,27,11,7.8,0.9,40,20,9,2,72,0,27,12
3649,臺北市,古亭,2019/07/11,01時,,良好,,1.3,0.23,23,34,12,6.7,1.4,40,23,8,1,144,0,26,12
3650,臺北市,古亭,2019/07/11,00時,,良好,,1.9,0.28,26,23,10,8.4,1.4,39,24,10,1,135,0,24,12
3651,臺北市,古亭,2019/07/10,23時,,良好,,2,0.35,19,23,13,12,1,41,26,14,1,139,0,24,13
3652,臺北市,古亭,2019/07/10,22時,,良好,,2.1,0.33,21,25,13,12,1.6,42,31,13,1,132,0,24,13
3653,臺北市,古亭,2019/07/10,21時,,良好,,2.3,0.35,21,24,10,13,1.9,41,35,14,1,146,0,24,13
3654,臺北市,古亭,2019/07/10,20時,,良好,,2.4,0.41,19,22,15,15,1,43,41,17,2,228,0,24,13
3655,臺北市,古亭,2019/07/10,19時,,良好,,3.5,0.55,19,28,17,26,2.2,42,45,28,2,256,0,25,13
3656,臺北市,古亭,2019/07/10,18時,,良好,,3,0.4,32,25,13,18,0.8,45,49,21,2,50,0,25,12
3657,臺北市,古亭,2019/07/10,17時,,良好,,4.2,0.34,35,26,16,19,1.4,46,50,22,3,79,0,24,11
3658,臺北市,古亭,2019/07/10,16時,,良好,,4.2,0.37,41,31,13,21,1.6,45,49,24,3,62,0,22,10
3659,臺北市,古亭,2019/07/10,15時,,良好,,6,0.38,58,30,16,19,1.1,43,46,21,2,55,0,20,9
3660,臺北市,古亭,2019/07/10,14時,,良好,,1.6,0.28,56,22,6,9.6,1,36,39,11,1,290,0,18,8
3661,臺北市,古亭,2019/07/10,13時,,良好,,1.7,0.27,65,16,8,8.8,1.6,31,33,11,2,116,0,18,8
3662,臺北市,古亭,2019/07/10,12時,,良好,,1.9,0.27,57,19,6,9,1.9,26,26,11,2,161,0,19,8
3663,臺北市,古亭,2019/07/10,11時,,良好,,2.1,0.28,52,17,8,9.8,1.4,27,20,12,2,247,0,18,8
3664,臺北市,古亭,2019/07/10,10時,,良好,,2.4,0.34,38,20,6,12,1.2,28,15,16,4,311,0,18,9
3665,臺北市,古亭,2019/07/10,09時,,良好,,2.3,0.53,27,21,7,15,1.5,31,11,20,5,264,0,18,10
3666,臺北市,古亭,2019/07/10,08時,,良好,,1.9,0.42,13,12,7,11,0.8,33,9,18,7,233,0,18,10
3667,臺北市,古亭,2019/07/10,07時,,良好,,1.9,0.32,7.2,20,9,8.4,1,33,8,15,7,212,0,19,10
3668,臺北市,古亭,2019/07/10,06時,,良好,,1.8,0.3,5.9,19,10,9,1.3,34,9,12,3,165,0,19,11
3669,臺北市,古亭,2019/07/10,05時,,良好,,1.8,0.27,7,13,12,9.2,1,34,10,11,1,146,0,19,11
3670,臺北市,古亭,2019/07/10,04時,,良好,,1.5,0.2,10,19,7,4.4,0.6,37,10,6,2,160,0,20,11
3671,臺北市,古亭,2019/07/10,03時,,良好,,1.5,0.24,9.1,19,11,7.3,0.9,38,11,9,1,144,0,20,12
3672,臺北市,古亭,2019/07/10,02時,,良好,,1.6,0.24,9,19,7,7.1,1.4,37,13,8,1,143,0,21,11
3673,臺北市,古亭,2019/07/10,01時,,良好,,2.3,0.25,8.2,16,21,11,1.3,39,16,12,2,144,0,21,12
3674,臺北市,古亭,2019/07/10,00時,,良好,,1.6,0.27,9.7,22,11,10,1.2,32,19,11,1,155,0,22,10
3675,臺北市,古亭,2019/07/09,23時,,良好,,1.7,0.3,13,23,12,11,1.1,30,21,12,1,162,0,22,9
3676,臺北市,古亭,2019/07/09,22時,,良好,,1.9,0.4,12,23,14,15,0.9,29,24,17,2,166,0,22,9
3677,臺北市,古亭,2019/07/09,21時,,良好,,2,0.4,13,23,10,19,1,28,26,21,2,147,0,22,9
3678,臺北市,古亭,2019/07/09,20時,,良好,,1.8,0.43,18,23,10,18,1.6,26,28,19,1,137,0,21,8
3679,臺北市,古亭,2019/07/09,19時,,良好,,1.7,0.42,25,24,10,17,1,28,30,18,2,163,0,20,7
3680,臺北市,古亭,2019/07/09,18時,,良好,,1.7,0.34,32,22,15,13,1.2,29,31,14,1,149,0,20,6
3681,臺北市,古亭,2019/07/09,17時,,良好,,1.5,0.24,28,18,5,11,1.6,28,30,13,2,199,0,20,4
3682,臺北市,古亭,2019/07/09,16時,,良好,,1.6,0.19,31,20,3,8.7,2.8,25,27,10,2,263,0,20,3
3683,臺北市,古亭,2019/07/09,15時,,良好,,1.8,0.15,32,20,3,6.5,3.4,22,24,8,1,250,0,19,3
3684,臺北市,古亭,2019/07/09,12時,,良好,,1.9,0.19,36,12,2,8.1,2.9,19,13,10,2,253,0,20,6
3685,臺北市,古亭,2019/07/09,11時,,良好,,2,0.26,,18,4,11,1.2,21,9,14,3,243,0,21,7
3686,臺北市,古亭,2019/07/09,10時,,良好,,2.5,0.45,20,21,7,15,1.3,23,9,21,6,215,0,22,7
3687,臺北市,古亭,2019/07/09,09時,,良好,,2.2,0.52,11,23,10,14,0.7,23,7,25,11,202,0,21,7
3688,臺北市,古亭,2019/07/09,08時,,良好,,1.9,0.37,6.4,21,6,8.7,1.2,21,7,19,10,137,0,21,7
3689,臺北市,古亭,2019/07/09,07時,,良好,,1.8,0.21,6,22,6,5.5,1.3,21,7,10,5,211,0,21,7
3690,臺北市,古亭,2019/07/09,06時,,良好,,1.8,0.16,5.9,18,6,5.1,1.1,23,7,7,2,221,0,21,7
3691,臺北市,古亭,2019/07/09,05時,,良好,,1.7,0.13,6.6,21,5,3.8,0.8,23,7,4,0,199,0,22,7
3692,臺北市,古亭,2019/07/09,04時,,良好,,1.7,0.13,7,22,6,4,1.4,24,8,4,0,141,0,23,8
3693,臺北市,古亭,2019/07/09,03時,,良好,,1.8,0.14,8.4,22,8,4.3,1.7,26,8,5,1,136,0,24,8
3694,臺北市,古亭,2019/07/09,02時,,良好,,1.9,0.19,6.7,22,4,7.7,0.7,27,10,8,1,153,0,24,8
3695,臺北市,古亭,2019/07/09,01時,,良好,,1,0.24,6.5,27,6,8,0.7,31,13,8,0,143,0,24,10
3696,臺北市,古亭,2019/07/09,00時,,良好,,1.8,0.31,6.9,21,8,13,0.9,34,18,14,1,148,0,23,11
3697,臺北市,古亭,2019/07/08,23時,,良好,,1.7,0.41,5.6,21,10,17,0.6,35,24,20,3,193,0,22,11
3698,臺北市,古亭,2019/07/08,22時,,良好,,1.7,0.39,9.3,22,10,16,0.7,36,32,18,2,112,0,23,11
3699,臺北市,古亭,2019/07/08,21時,,良好,,1.6,0.35,12,20,11,15,1.3,37,40,17,2,148,0,24,11
3700,臺北市,古亭,2019/07/08,20時,,良好,,1.7,0.44,13,16,10,17,0.7,43,46,18,1,173,0,25,11
